Date,Time,c02,temperature
23/01/2005,15.00.00,-200,169
23/01/2005,16.00.00,-200,180
23/01/2005,17.00.00,-200,124
23/01/2005,18.00.00,-200,130
23/01/2005,19.00.00,-200,141
23/01/2005,20.00.00,-200,157
23/01/2005,21.00.00,-200,123
23/01/2005,22.00.00,-200,104
23/01/2005,23.00.00,-200,134
24/01/2005,00.00.00,-200,105
24/01/2005,01.00.00,-200,121
24/01/2005,02.00.00,-200,136
24/01/2005,03.00.00,-200,-200
24/01/2005,04.00.00,-200,48
24/01/2005,05.00.00,-200,40
24/01/2005,06.00.00,-200,67
24/01/2005,07.00.00,-200,104
24/01/2005,08.00.00,-200,169
24/01/2005,09.00.00,-200,203
24/01/2005,10.00.00,-200,183
24/01/2005,11.00.00,-200,151
24/01/2005,12.00.00,-200,138
24/01/2005,13.00.00,-200,127
24/01/2005,14.00.00,-200,-200
24/01/2005,15.00.00,-200,148
24/01/2005,16.00.00,-200,172
24/01/2005,17.00.00,-200,163
24/01/2005,18.00.00,-200,180
24/01/2005,19.00.00,-200,169
24/01/2005,20.00.00,-200,152
24/01/2005,21.00.00,-200,107
24/01/2005,22.00.00,-200,75
24/01/2005,23.00.00,-200,58
25/01/2005,00.00.00,-200,57
25/01/2005,01.00.00,-200,44
25/01/2005,02.00.00,-200,29
25/01/2005,03.00.00,-200,-200
25/01/2005,04.00.00,-200,19
25/01/2005,05.00.00,-200,20
25/01/2005,06.00.00,-200,35
25/01/2005,07.00.00,-200,60
25/01/2005,08.00.00,-200,115
25/01/2005,09.00.00,-200,157
25/01/2005,10.00.00,-200,147
25/01/2005,11.00.00,-200,188
25/01/2005,12.00.00,-200,126
25/01/2005,13.00.00,-200,114
25/01/2005,14.00.00,-200,123
25/01/2005,15.00.00,-200,107
25/01/2005,16.00.00,-200,121
25/01/2005,17.00.00,-200,118
25/01/2005,18.00.00,-200,134
25/01/2005,19.00.00,-200,142
25/01/2005,20.00.00,-200,133
25/01/2005,21.00.00,-200,106
25/01/2005,22.00.00,-200,87
25/01/2005,23.00.00,-200,67
26/01/2005,00.00.00,-200,55
26/01/2005,01.00.00,-200,49
26/01/2005,02.00.00,-200,30
26/01/2005,03.00.00,-200,-200
26/01/2005,04.00.00,-200,20
26/01/2005,05.00.00,-200,17
26/01/2005,06.00.00,-200,35
26/01/2005,07.00.00,-200,71
26/01/2005,08.00.00,-200,136
26/01/2005,09.00.00,-200,163
26/01/2005,10.00.00,-200,143
26/01/2005,11.00.00,-200,134
26/01/2005,12.00.00,-200,130
26/01/2005,13.00.00,-200,122
26/01/2005,14.00.00,-200,129
26/01/2005,15.00.00,-200,132
26/01/2005,16.00.00,-200,133
26/01/2005,17.00.00,-200,126
26/01/2005,18.00.00,-200,177
26/01/2005,19.00.00,-200,185
26/01/2005,20.00.00,-200,169
26/01/2005,21.00.00,-200,151
26/01/2005,22.00.00,-200,114
26/01/2005,23.00.00,-200,90
27/01/2005,00.00.00,-200,87
27/01/2005,01.00.00,-200,83
27/01/2005,02.00.00,-200,74
27/01/2005,03.00.00,-200,-200
27/01/2005,04.00.00,-200,28
27/01/2005,05.00.00,-200,26
27/01/2005,06.00.00,-200,61
27/01/2005,07.00.00,-200,91
27/01/2005,08.00.00,-200,184
27/01/2005,09.00.00,-200,204
27/01/2005,10.00.00,-200,185
27/01/2005,11.00.00,-200,125
27/01/2005,12.00.00,-200,104
27/01/2005,13.00.00,-200,115
27/01/2005,14.00.00,-200,126
27/01/2005,15.00.00,-200,125
27/01/2005,16.00.00,-200,139
27/01/2005,17.00.00,-200,142
27/01/2005,18.00.00,-200,170
27/01/2005,19.00.00,-200,195
27/01/2005,20.00.00,-200,202
27/01/2005,21.00.00,-200,168
27/01/2005,22.00.00,-200,128
27/01/2005,23.00.00,-200,115
28/01/2005,00.00.00,-200,111
28/01/2005,01.00.00,-200,97
28/01/2005,02.00.00,-200,77
28/01/2005,03.00.00,-200,-200
28/01/2005,04.00.00,-200,51
28/01/2005,05.00.00,-200,49
28/01/2005,06.00.00,-200,79
28/01/2005,07.00.00,-200,92
28/01/2005,08.00.00,-200,167
28/01/2005,09.00.00,-200,206
28/01/2005,10.00.00,-200,184
28/01/2005,11.00.00,-200,176
28/01/2005,12.00.00,-200,191
28/01/2005,13.00.00,-200,147
28/01/2005,14.00.00,-200,174
28/01/2005,15.00.00,-200,167
28/01/2005,16.00.00,-200,138
28/01/2005,17.00.00,-200,164
28/01/2005,18.00.00,-200,190
28/01/2005,19.00.00,-200,198
28/01/2005,20.00.00,-200,155
28/01/2005,21.00.00,-200,153
28/01/2005,22.00.00,-200,110
28/01/2005,23.00.00,-200,91
29/01/2005,00.00.00,-200,105
29/01/2005,01.00.00,-200,85
29/01/2005,02.00.00,-200,60
29/01/2005,03.00.00,-200,-200
29/01/2005,04.00.00,-200,34
29/01/2005,05.00.00,-200,31
29/01/2005,06.00.00,-200,37
29/01/2005,07.00.00,-200,58
29/01/2005,08.00.00,-200,92
29/01/2005,09.00.00,-200,110
29/01/2005,10.00.00,-200,101
29/01/2005,11.00.00,-200,96
29/01/2005,12.00.00,-200,102
29/01/2005,13.00.00,-200,96
29/01/2005,14.00.00,-200,102
29/01/2005,15.00.00,-200,88
29/01/2005,16.00.00,-200,87
29/01/2005,17.00.00,-200,115
29/01/2005,18.00.00,-200,118
29/01/2005,19.00.00,-200,134
29/01/2005,20.00.00,-200,125
29/01/2005,21.00.00,-200,140
29/01/2005,22.00.00,-200,83
29/01/2005,23.00.00,-200,73
30/01/2005,00.00.00,-200,92
30/01/2005,01.00.00,-200,109
30/01/2005,02.00.00,-200,82
30/01/2005,03.00.00,-200,-200
30/01/2005,04.00.00,-200,83
30/01/2005,05.00.00,-200,50
30/01/2005,06.00.00,-200,44
30/01/2005,07.00.00,-200,49
30/01/2005,08.00.00,-200,62
30/01/2005,09.00.00,-200,85
30/01/2005,10.00.00,-200,82
30/01/2005,11.00.00,-200,77
30/01/2005,12.00.00,-200,92
30/01/2005,13.00.00,-200,95
30/01/2005,14.00.00,-200,95
30/01/2005,15.00.00,-200,76
30/01/2005,16.00.00,-200,95
30/01/2005,17.00.00,-200,118
30/01/2005,18.00.00,-200,123
30/01/2005,19.00.00,-200,140
30/01/2005,20.00.00,-200,163
30/01/2005,21.00.00,-200,164
30/01/2005,22.00.00,-200,120
30/01/2005,23.00.00,-200,130
31/01/2005,00.00.00,-200,145
31/01/2005,01.00.00,-200,126
31/01/2005,02.00.00,-200,61
31/01/2005,03.00.00,-200,-200
31/01/2005,04.00.00,-200,37
31/01/2005,05.00.00,-200,37
31/01/2005,06.00.00,-200,50
31/01/2005,07.00.00,-200,109
31/01/2005,08.00.00,-200,198
31/01/2005,09.00.00,-200,-200
31/01/2005,10.00.00,-200,283
31/01/2005,11.00.00,-200,256
31/01/2005,12.00.00,-200,261
31/01/2005,13.00.00,-200,181
31/01/2005,14.00.00,-200,194
31/01/2005,15.00.00,-200,214
31/01/2005,16.00.00,-200,204
31/01/2005,17.00.00,-200,228
31/01/2005,18.00.00,-200,270
31/01/2005,19.00.00,-200,285
31/01/2005,20.00.00,-200,282
31/01/2005,21.00.00,-200,235
31/01/2005,22.00.00,-200,208
31/01/2005,23.00.00,-200,161
1/2/2005,00.00.00,-200,146
1/2/2005,01.00.00,-200,123
1/2/2005,02.00.00,-200,109
1/2/2005,03.00.00,-200,-200
1/2/2005,04.00.00,-200,115
1/2/2005,05.00.00,-200,114
1/2/2005,06.00.00,-200,122
1/2/2005,07.00.00,-200,149
1/2/2005,08.00.00,-200,187
1/2/2005,09.00.00,-200,198
1/2/2005,10.00.00,-200,196
1/2/2005,11.00.00,-200,218
1/2/2005,12.00.00,-200,227
1/2/2005,13.00.00,-200,181
1/2/2005,14.00.00,-200,179
1/2/2005,15.00.00,-200,151
1/2/2005,16.00.00,-200,162
1/2/2005,17.00.00,-200,165
1/2/2005,18.00.00,-200,173
1/2/2005,19.00.00,-200,188
1/2/2005,20.00.00,-200,186
1/2/2005,21.00.00,-200,172
1/2/2005,22.00.00,-200,150
1/2/2005,23.00.00,-200,137
2/2/2005,00.00.00,-200,133
2/2/2005,01.00.00,-200,122
2/2/2005,02.00.00,-200,130
2/2/2005,03.00.00,-200,-200
2/2/2005,04.00.00,-200,121
2/2/2005,05.00.00,-200,115
2/2/2005,06.00.00,-200,125
2/2/2005,07.00.00,-200,136
2/2/2005,08.00.00,-200,174
2/2/2005,09.00.00,-200,224
2/2/2005,10.00.00,-200,230
2/2/2005,11.00.00,-200,205
2/2/2005,12.00.00,-200,204
2/2/2005,13.00.00,-200,139
2/2/2005,14.00.00,-200,133
2/2/2005,15.00.00,-200,127
2/2/2005,16.00.00,-200,124
2/2/2005,17.00.00,-200,158
2/2/2005,18.00.00,-200,171
2/2/2005,19.00.00,-200,193
2/2/2005,20.00.00,-200,195
2/2/2005,21.00.00,-200,212
2/2/2005,22.00.00,-200,193
2/2/2005,23.00.00,-200,167
3/2/2005,00.00.00,-200,156
3/2/2005,01.00.00,-200,153
3/2/2005,02.00.00,-200,128
3/2/2005,03.00.00,-200,-200
3/2/2005,04.00.00,-200,96
3/2/2005,05.00.00,-200,105
3/2/2005,06.00.00,-200,130
3/2/2005,07.00.00,-200,134
3/2/2005,08.00.00,-200,275
3/2/2005,09.00.00,-200,309
3/2/2005,10.00.00,-200,322
3/2/2005,11.00.00,-200,333
3/2/2005,12.00.00,-200,235
3/2/2005,13.00.00,-200,241
3/2/2005,14.00.00,-200,214
3/2/2005,15.00.00,-200,174
3/2/2005,16.00.00,-200,157
3/2/2005,17.00.00,-200,170
3/2/2005,18.00.00,-200,212
3/2/2005,19.00.00,-200,249
3/2/2005,20.00.00,-200,231
3/2/2005,21.00.00,-200,216
3/2/2005,22.00.00,-200,217
3/2/2005,23.00.00,-200,203
4/2/2005,00.00.00,-200,161
4/2/2005,01.00.00,-200,147
4/2/2005,02.00.00,-200,111
4/2/2005,03.00.00,-200,-200
4/2/2005,04.00.00,-200,115
4/2/2005,05.00.00,-200,80
4/2/2005,06.00.00,-200,122
4/2/2005,07.00.00,-200,186
4/2/2005,08.00.00,-200,306
4/2/2005,09.00.00,-200,301
4/2/2005,10.00.00,-200,274
4/2/2005,11.00.00,-200,247
4/2/2005,12.00.00,-200,169
4/2/2005,13.00.00,-200,138
4/2/2005,14.00.00,-200,149
4/2/2005,15.00.00,-200,165
4/2/2005,16.00.00,-200,156
4/2/2005,17.00.00,-200,184
4/2/2005,18.00.00,-200,197
4/2/2005,19.00.00,-200,204
4/2/2005,20.00.00,-200,207
4/2/2005,21.00.00,-200,208
4/2/2005,22.00.00,-200,174
4/2/2005,23.00.00,-200,157
5/2/2005,00.00.00,-200,166
5/2/2005,01.00.00,-200,167
5/2/2005,02.00.00,-200,154
5/2/2005,03.00.00,-200,-200
5/2/2005,04.00.00,-200,164
5/2/2005,05.00.00,-200,149
5/2/2005,06.00.00,-200,150
5/2/2005,07.00.00,-200,205
5/2/2005,08.00.00,-200,283
5/2/2005,09.00.00,-200,310
5/2/2005,10.00.00,-200,200
5/2/2005,11.00.00,-200,147
5/2/2005,12.00.00,-200,128
5/2/2005,13.00.00,-200,121
5/2/2005,14.00.00,-200,129
5/2/2005,15.00.00,-200,110
5/2/2005,16.00.00,-200,126
5/2/2005,17.00.00,-200,121
5/2/2005,18.00.00,-200,142
5/2/2005,19.00.00,-200,174
5/2/2005,20.00.00,-200,168
5/2/2005,21.00.00,-200,180
5/2/2005,22.00.00,-200,157
5/2/2005,23.00.00,-200,162
6/2/2005,00.00.00,-200,173
6/2/2005,01.00.00,-200,176
6/2/2005,02.00.00,-200,172
6/2/2005,03.00.00,-200,-200
6/2/2005,04.00.00,-200,108
6/2/2005,05.00.00,-200,88
6/2/2005,06.00.00,-200,85
6/2/2005,07.00.00,-200,88
6/2/2005,08.00.00,-200,94
6/2/2005,09.00.00,-200,115
6/2/2005,10.00.00,-200,137
6/2/2005,11.00.00,-200,212
6/2/2005,12.00.00,-200,173
6/2/2005,13.00.00,-200,135
6/2/2005,14.00.00,-200,100
6/2/2005,15.00.00,-200,78
6/2/2005,16.00.00,-200,100
6/2/2005,17.00.00,-200,150
6/2/2005,18.00.00,-200,142
6/2/2005,19.00.00,-200,165
6/2/2005,20.00.00,-200,179
6/2/2005,21.00.00,-200,149
6/2/2005,22.00.00,-200,126
6/2/2005,23.00.00,-200,120
7/2/2005,00.00.00,-200,110
7/2/2005,01.00.00,-200,92
7/2/2005,02.00.00,-200,78
7/2/2005,03.00.00,-200,-200
7/2/2005,04.00.00,-200,65
7/2/2005,05.00.00,-200,73
7/2/2005,06.00.00,-200,85
7/2/2005,07.00.00,-200,133
7/2/2005,08.00.00,-200,246
7/2/2005,09.00.00,-200,281
7/2/2005,10.00.00,-200,222
7/2/2005,11.00.00,-200,182
7/2/2005,12.00.00,-200,154
7/2/2005,13.00.00,-200,168
7/2/2005,14.00.00,-200,149
7/2/2005,15.00.00,-200,156
7/2/2005,16.00.00,-200,156
7/2/2005,17.00.00,-200,187
7/2/2005,18.00.00,-200,194
7/2/2005,19.00.00,-200,204
7/2/2005,20.00.00,-200,174
7/2/2005,21.00.00,-200,154
7/2/2005,22.00.00,-200,117
7/2/2005,23.00.00,-200,98
8/2/2005,00.00.00,-200,90
8/2/2005,01.00.00,-200,74
8/2/2005,02.00.00,-200,49
8/2/2005,03.00.00,-200,-200
8/2/2005,04.00.00,-200,54
8/2/2005,05.00.00,-200,69
8/2/2005,06.00.00,-200,92
8/2/2005,07.00.00,-200,146
8/2/2005,08.00.00,-200,224
8/2/2005,09.00.00,-200,253
8/2/2005,10.00.00,-200,225
8/2/2005,11.00.00,-200,180
8/2/2005,12.00.00,-200,194
8/2/2005,13.00.00,-200,158
8/2/2005,14.00.00,-200,184
8/2/2005,15.00.00,-200,165
8/2/2005,16.00.00,-200,156
8/2/2005,17.00.00,-200,172
8/2/2005,18.00.00,-200,194
8/2/2005,19.00.00,-200,208
8/2/2005,20.00.00,-200,187
8/2/2005,21.00.00,-200,187
8/2/2005,22.00.00,-200,127
8/2/2005,23.00.00,-200,107
9/2/2005,00.00.00,-200,99
9/2/2005,01.00.00,-200,100
9/2/2005,02.00.00,-200,73
9/2/2005,03.00.00,-200,-200
9/2/2005,04.00.00,-200,83
9/2/2005,05.00.00,-200,92
9/2/2005,06.00.00,-200,100
9/2/2005,07.00.00,-200,149
9/2/2005,08.00.00,-200,231
9/2/2005,09.00.00,-200,245
9/2/2005,10.00.00,-200,203
9/2/2005,11.00.00,-200,165
9/2/2005,12.00.00,-200,168
9/2/2005,13.00.00,-200,151
9/2/2005,14.00.00,-200,152
9/2/2005,15.00.00,-200,144
9/2/2005,16.00.00,-200,148
9/2/2005,17.00.00,-200,176
9/2/2005,18.00.00,-200,209
9/2/2005,19.00.00,-200,240
9/2/2005,20.00.00,-200,223
9/2/2005,21.00.00,-200,187
9/2/2005,22.00.00,-200,157
9/2/2005,23.00.00,-200,123
10/2/2005,00.00.00,-200,126
10/2/2005,01.00.00,-200,106
10/2/2005,02.00.00,-200,95
10/2/2005,03.00.00,-200,-200
10/2/2005,04.00.00,-200,87
10/2/2005,05.00.00,-200,88
10/2/2005,06.00.00,-200,134
10/2/2005,07.00.00,-200,156
10/2/2005,08.00.00,-200,247
10/2/2005,09.00.00,-200,289
10/2/2005,10.00.00,-200,250
10/2/2005,11.00.00,-200,232
10/2/2005,12.00.00,-200,185
10/2/2005,13.00.00,-200,147
10/2/2005,14.00.00,-200,128
10/2/2005,15.00.00,-200,131
10/2/2005,16.00.00,-200,135
10/2/2005,17.00.00,-200,149
10/2/2005,18.00.00,-200,209
10/2/2005,19.00.00,-200,243
10/2/2005,20.00.00,-200,276
10/2/2005,21.00.00,-200,225
10/2/2005,22.00.00,-200,194
10/2/2005,23.00.00,-200,164
11/2/2005,00.00.00,-200,148
11/2/2005,01.00.00,-200,136
11/2/2005,02.00.00,-200,116
11/2/2005,03.00.00,-200,-200
11/2/2005,04.00.00,-200,91
11/2/2005,05.00.00,-200,87
11/2/2005,06.00.00,-200,123
11/2/2005,07.00.00,-200,152
11/2/2005,08.00.00,-200,267
11/2/2005,09.00.00,-200,296
11/2/2005,10.00.00,-200,291
11/2/2005,11.00.00,-200,276
11/2/2005,12.00.00,-200,250
11/2/2005,13.00.00,-200,251
11/2/2005,14.00.00,-200,275
11/2/2005,15.00.00,-200,312
11/2/2005,16.00.00,-200,340
11/2/2005,17.00.00,-200,326
11/2/2005,18.00.00,-200,284
11/2/2005,19.00.00,-200,289
11/2/2005,20.00.00,-200,215
11/2/2005,21.00.00,-200,207
11/2/2005,22.00.00,-200,213
11/2/2005,23.00.00,-200,192
12/2/2005,00.00.00,-200,211
12/2/2005,01.00.00,-200,229
12/2/2005,02.00.00,-200,216
12/2/2005,03.00.00,-200,-200
12/2/2005,04.00.00,-200,146
12/2/2005,05.00.00,-200,136
12/2/2005,06.00.00,-200,156
12/2/2005,07.00.00,-200,176
12/2/2005,08.00.00,-200,224
12/2/2005,09.00.00,-200,207
12/2/2005,10.00.00,-200,221
12/2/2005,11.00.00,-200,229
12/2/2005,12.00.00,-200,208
12/2/2005,13.00.00,-200,207
12/2/2005,14.00.00,-200,216
12/2/2005,15.00.00,-200,224
12/2/2005,16.00.00,-200,225
12/2/2005,17.00.00,-200,227
12/2/2005,18.00.00,-200,248
12/2/2005,19.00.00,-200,251
12/2/2005,20.00.00,-200,265
12/2/2005,21.00.00,-200,262
12/2/2005,22.00.00,-200,241
12/2/2005,23.00.00,-200,231
13/02/2005,00.00.00,-200,229
13/02/2005,01.00.00,-200,221
13/02/2005,02.00.00,-200,180
13/02/2005,03.00.00,-200,-200
13/02/2005,04.00.00,-200,140
13/02/2005,05.00.00,-200,153
13/02/2005,06.00.00,-200,150
13/02/2005,07.00.00,-200,145
13/02/2005,08.00.00,-200,149
13/02/2005,09.00.00,-200,155
13/02/2005,10.00.00,-200,158
13/02/2005,11.00.00,-200,188
13/02/2005,12.00.00,-200,154
13/02/2005,13.00.00,-200,107
13/02/2005,14.00.00,-200,92
13/02/2005,15.00.00,-200,106
13/02/2005,16.00.00,-200,90
13/02/2005,17.00.00,-200,100
13/02/2005,18.00.00,-200,132
13/02/2005,19.00.00,-200,211
13/02/2005,20.00.00,-200,179
13/02/2005,21.00.00,-200,116
13/02/2005,22.00.00,-200,143
13/02/2005,23.00.00,-200,142
14/02/2005,00.00.00,-200,135
14/02/2005,01.00.00,-200,136
14/02/2005,02.00.00,-200,109
14/02/2005,03.00.00,-200,-200
14/02/2005,04.00.00,-200,62
14/02/2005,05.00.00,-200,49
14/02/2005,06.00.00,-200,81
14/02/2005,07.00.00,-200,104
14/02/2005,08.00.00,-200,176
14/02/2005,09.00.00,-200,193
14/02/2005,10.00.00,-200,168
14/02/2005,11.00.00,-200,123
14/02/2005,12.00.00,-200,111
14/02/2005,13.00.00,-200,120
14/02/2005,14.00.00,-200,123
14/02/2005,15.00.00,-200,115
14/02/2005,16.00.00,-200,120
14/02/2005,17.00.00,-200,140
14/02/2005,18.00.00,-200,185
14/02/2005,19.00.00,-200,212
14/02/2005,20.00.00,-200,200
14/02/2005,21.00.00,-200,191
14/02/2005,22.00.00,-200,169
14/02/2005,23.00.00,-200,139
15/02/2005,00.00.00,-200,102
15/02/2005,01.00.00,-200,76
15/02/2005,02.00.00,-200,56
15/02/2005,03.00.00,-200,-200
15/02/2005,04.00.00,-200,30
15/02/2005,05.00.00,-200,28
15/02/2005,06.00.00,-200,56
15/02/2005,07.00.00,-200,94
15/02/2005,08.00.00,-200,196
15/02/2005,09.00.00,-200,220
15/02/2005,10.00.00,-200,168
15/02/2005,11.00.00,-200,133
15/02/2005,12.00.00,-200,134
15/02/2005,13.00.00,-200,138
15/02/2005,14.00.00,-200,135
15/02/2005,15.00.00,-200,111
15/02/2005,16.00.00,-200,124
15/02/2005,17.00.00,-200,158
15/02/2005,18.00.00,-200,181
15/02/2005,19.00.00,-200,185
15/02/2005,20.00.00,-200,187
15/02/2005,21.00.00,-200,196
15/02/2005,22.00.00,-200,174
15/02/2005,23.00.00,-200,182
16/02/2005,00.00.00,-200,182
16/02/2005,01.00.00,-200,193
16/02/2005,02.00.00,-200,174
16/02/2005,03.00.00,-200,-200
16/02/2005,04.00.00,-200,142
16/02/2005,05.00.00,-200,137
16/02/2005,06.00.00,-200,140
16/02/2005,07.00.00,-200,201
16/02/2005,08.00.00,-200,288
16/02/2005,09.00.00,-200,260
16/02/2005,10.00.00,-200,206
16/02/2005,11.00.00,-200,98
16/02/2005,12.00.00,-200,138
16/02/2005,13.00.00,-200,139
16/02/2005,14.00.00,-200,137
16/02/2005,15.00.00,-200,155
16/02/2005,16.00.00,-200,155
16/02/2005,17.00.00,-200,148
16/02/2005,18.00.00,-200,153
16/02/2005,19.00.00,-200,171
16/02/2005,20.00.00,-200,227
16/02/2005,21.00.00,-200,251
16/02/2005,22.00.00,-200,216
16/02/2005,23.00.00,-200,200
17/02/2005,00.00.00,-200,192
17/02/2005,01.00.00,-200,187
17/02/2005,02.00.00,-200,173
17/02/2005,03.00.00,-200,-200
17/02/2005,04.00.00,-200,64
17/02/2005,05.00.00,-200,46
17/02/2005,06.00.00,-200,51
17/02/2005,07.00.00,-200,115
17/02/2005,08.00.00,-200,238
17/02/2005,09.00.00,-200,202
17/02/2005,10.00.00,-200,167
17/02/2005,11.00.00,-200,139
17/02/2005,12.00.00,-200,147
17/02/2005,13.00.00,-200,130
17/02/2005,14.00.00,-200,143
17/02/2005,15.00.00,-200,143
17/02/2005,16.00.00,-200,136
17/02/2005,17.00.00,-200,143
17/02/2005,18.00.00,-200,177
17/02/2005,19.00.00,-200,198
17/02/2005,20.00.00,-200,200
17/02/2005,21.00.00,-200,191
17/02/2005,22.00.00,-200,169
17/02/2005,23.00.00,-200,106
18/02/2005,00.00.00,-200,105
18/02/2005,01.00.00,-200,130
18/02/2005,02.00.00,-200,82
18/02/2005,03.00.00,-200,-200
18/02/2005,04.00.00,-200,45
18/02/2005,05.00.00,-200,35
18/02/2005,06.00.00,-200,60
18/02/2005,07.00.00,-200,90
18/02/2005,08.00.00,-200,205
18/02/2005,09.00.00,-200,199
18/02/2005,10.00.00,-200,153
18/02/2005,11.00.00,-200,163
18/02/2005,12.00.00,-200,152
18/02/2005,13.00.00,-200,146
18/02/2005,14.00.00,-200,146
18/02/2005,15.00.00,-200,134
18/02/2005,16.00.00,-200,164
18/02/2005,17.00.00,-200,141
18/02/2005,18.00.00,-200,204
18/02/2005,19.00.00,-200,210
18/02/2005,20.00.00,-200,250
18/02/2005,21.00.00,-200,202
18/02/2005,22.00.00,-200,190
18/02/2005,23.00.00,-200,236
19/02/2005,00.00.00,-200,250
19/02/2005,01.00.00,-200,219
19/02/2005,02.00.00,-200,156
19/02/2005,03.00.00,-200,-200
19/02/2005,04.00.00,-200,98
19/02/2005,05.00.00,-200,89
19/02/2005,06.00.00,-200,104
19/02/2005,07.00.00,-200,148
19/02/2005,08.00.00,-200,194
19/02/2005,09.00.00,-200,231
19/02/2005,10.00.00,-200,200
19/02/2005,11.00.00,-200,217
19/02/2005,12.00.00,-200,210
19/02/2005,13.00.00,-200,126
19/02/2005,14.00.00,-200,118
19/02/2005,15.00.00,-200,114
19/02/2005,16.00.00,-200,117
19/02/2005,17.00.00,-200,140
19/02/2005,18.00.00,-200,168
19/02/2005,19.00.00,-200,202
19/02/2005,20.00.00,-200,211
19/02/2005,21.00.00,-200,231
19/02/2005,22.00.00,-200,214
19/02/2005,23.00.00,-200,181
20/02/2005,00.00.00,-200,173
20/02/2005,01.00.00,-200,169
20/02/2005,02.00.00,-200,174
20/02/2005,03.00.00,-200,-200
20/02/2005,04.00.00,-200,130
20/02/2005,05.00.00,-200,72
20/02/2005,06.00.00,-200,40
20/02/2005,07.00.00,-200,56
20/02/2005,08.00.00,-200,81
20/02/2005,09.00.00,-200,81
20/02/2005,10.00.00,-200,88
20/02/2005,11.00.00,-200,94
20/02/2005,12.00.00,-200,97
20/02/2005,13.00.00,-200,112
20/02/2005,14.00.00,-200,104
20/02/2005,15.00.00,-200,107
20/02/2005,16.00.00,-200,114
20/02/2005,17.00.00,-200,115
20/02/2005,18.00.00,-200,127
20/02/2005,19.00.00,-200,119
20/02/2005,20.00.00,-200,149
20/02/2005,21.00.00,-200,140
20/02/2005,22.00.00,-200,105
20/02/2005,23.00.00,-200,116
21/02/2005,00.00.00,-200,112
21/02/2005,01.00.00,-200,80
21/02/2005,02.00.00,-200,59
21/02/2005,03.00.00,-200,-200
21/02/2005,04.00.00,-200,36
21/02/2005,05.00.00,-200,49
21/02/2005,06.00.00,-200,63
21/02/2005,07.00.00,-200,123
21/02/2005,08.00.00,-200,164
21/02/2005,09.00.00,-200,218
21/02/2005,10.00.00,-200,254
21/02/2005,11.00.00,-200,210
21/02/2005,12.00.00,-200,208
21/02/2005,13.00.00,-200,204
21/02/2005,14.00.00,-200,172
21/02/2005,15.00.00,-200,157
21/02/2005,16.00.00,-200,181
21/02/2005,17.00.00,-200,194
21/02/2005,18.00.00,-200,193
21/02/2005,19.00.00,-200,252
21/02/2005,20.00.00,-200,283
21/02/2005,21.00.00,-200,208
21/02/2005,22.00.00,-200,143
21/02/2005,23.00.00,-200,124
22/02/2005,00.00.00,-200,89
22/02/2005,01.00.00,-200,85
22/02/2005,02.00.00,-200,66
22/02/2005,03.00.00,-200,-200
22/02/2005,04.00.00,-200,46
22/02/2005,05.00.00,-200,60
22/02/2005,06.00.00,-200,117
22/02/2005,07.00.00,-200,178
22/02/2005,08.00.00,-200,295
22/02/2005,09.00.00,-200,243
22/02/2005,10.00.00,-200,255
22/02/2005,11.00.00,-200,201
22/02/2005,12.00.00,-200,208
22/02/2005,13.00.00,-200,212
22/02/2005,14.00.00,-200,238
22/02/2005,15.00.00,-200,201
22/02/2005,16.00.00,-200,218
22/02/2005,17.00.00,-200,222
22/02/2005,18.00.00,-200,206
22/02/2005,19.00.00,-200,251
22/02/2005,20.00.00,-200,190
22/02/2005,21.00.00,-200,218
22/02/2005,22.00.00,-200,150
22/02/2005,23.00.00,-200,111
23/02/2005,00.00.00,-200,142
23/02/2005,01.00.00,-200,119
23/02/2005,02.00.00,-200,87
23/02/2005,03.00.00,-200,-200
23/02/2005,04.00.00,-200,70
23/02/2005,05.00.00,-200,68
23/02/2005,06.00.00,-200,66
23/02/2005,07.00.00,-200,117
23/02/2005,08.00.00,-200,197
23/02/2005,09.00.00,-200,198
23/02/2005,10.00.00,-200,167
23/02/2005,11.00.00,-200,180
23/02/2005,12.00.00,-200,169
23/02/2005,13.00.00,-200,210
23/02/2005,14.00.00,-200,232
23/02/2005,15.00.00,-200,223
23/02/2005,16.00.00,-200,224
23/02/2005,17.00.00,-200,238
23/02/2005,18.00.00,-200,249
23/02/2005,19.00.00,-200,223
23/02/2005,20.00.00,-200,244
23/02/2005,21.00.00,-200,243
23/02/2005,22.00.00,-200,226
23/02/2005,23.00.00,-200,167
24/02/2005,00.00.00,-200,172
24/02/2005,01.00.00,-200,120
24/02/2005,02.00.00,-200,100
24/02/2005,03.00.00,-200,-200
24/02/2005,04.00.00,-200,86
24/02/2005,05.00.00,-200,81
24/02/2005,06.00.00,-200,131
24/02/2005,07.00.00,-200,170
24/02/2005,08.00.00,-200,267
24/02/2005,09.00.00,-200,269
24/02/2005,10.00.00,-200,244
24/02/2005,11.00.00,-200,232
24/02/2005,12.00.00,-200,196
24/02/2005,13.00.00,-200,195
24/02/2005,14.00.00,-200,189
24/02/2005,15.00.00,-200,212
24/02/2005,16.00.00,-200,267
24/02/2005,17.00.00,-200,262
24/02/2005,18.00.00,-200,270
24/02/2005,19.00.00,-200,260
24/02/2005,20.00.00,-200,265
24/02/2005,21.00.00,-200,262
